Крылова Кристина Дмитриевна	2586	10973	12187	851 612 11 802 44 730 698 171 833 78 923 85 636 43 545 1021 830 88 244 517 98 333 561 797 613 309 721 41 377 286 837 200 774 434 372 659 734 400 713 1002 480 922 242 469 288 294 1053 471 359 372
Кайгородова Юлия Валериановна	306	31628	5942	507 475 89 740 528 126 150 823 772 393 880 793 119 92 504 962 587 927 43 884 165 462 403 536 203 215 321 421 716 864 906 521 1028 122 590 380 516 677 486 178 377 460 376 673 801 162 231 553 287 317
Полякова Елена Александровна	2606	8227	14293	606 848 83 307 136 224 485 1036 292 383 620 542 573 641 555 639 1006 1035 580 13 882 710 400 669 310 436 444 392 481 83 994 110 587 1051 295 813 122 256 343 915 775 788 934 482 15 940 421 953 179 119
Кулешов Алексей Викторович	5285	24481	1037	271 284 559 764 133 868 176 927 633 847 293 421 212 393 1038 944 528 46 668 32 301 400 6 502 773 778 681 817 682 1060 388 170 763 322 717 359 977 69 93 759 950 500 52 958 549 14 723 733 482 807
Егорова Полина Дмитриевна	5977	24535	13362	157 31 438 479 72 907 20 507 119 78 189 435 195 362 802 780 1050 735 400 662 999 786 685 553 488 469 61 228 98 492 37 679 951 602 743 738 312 884 392 468 415 530 682 709 932 517 55 1001 262 828
Владимир Георгиевич Лексин	2631	37173	3048	224 1066 1008 85 812 723 346 633 262 228 639 519 604 558 275 927 201 398 600 559 372 308 275 419 596 526 236 672 696 166 132 102 835 665 1002 443 572 358 327 29 326 664 104 231 108 301 835 203 441 959
Люсия Кирилловна Наслузова	2698	33991	341	537 354 921 500 499 566 1051 21 538 510 194 923 382 713 376 955 976 198 751 5 418 333 792 507 25 917 269 773 341 757 212 907 237 63 712 517 444 923 194 259 36 789 529 5 663 86 540 334 216 157
Руслан Вадимович Халтурин	969	25450	8893	809 790 699 339 152 150 664 307 105 796 272 82 1047 74 398 1060 292 43 1042 934 154 490 491 798 909 339 807 698 944 31 411 710 610 425 791 874 1022 328 285 961 877 982 486 805 752 1001 175 157 938 507
Владимир Трофимович Божков	4083	29106	8357	832 1037 349 754 299 716 295 39 976 442 200 80 533 787 119 935 321 686 312 1062 912 455 661 239 426 474 1008 567 715 1012 188 327 773 892 597 629 485 805 130 872 579 122 253 465 767 377 952 951 663 755
Юлия Афанасьевна Башуткина	4742	49129	5258	180 285 1021 161 354 999 297 474 408 917 191 504 669 579 732 525 15 903 938 870 789 136 89 468 245 829 66 56 544 575 905 919 444 125 54 474 650 96 806 833 301 475 424 193 189 274 62 644 254 568
Богдан Александрович Лялин	1869	34989	2333	859 387 144 1029 16 191 434 906 641 277 347 474 428 352 8 537 367 125 431 766 380 456 460 827 68 894 210 857 501 333 1062 697 104 612 263 1003 359 794 338 22 479 744 447 983 286 211 275 880 774 613
Константин Платонович Дёмин	4487	28546	5404	936 720 233 44 893 764 516 151 916 38 60 214 390 105 280 970 1008 510 384 192 751 850 855 684 474 491 899 318 210 814 606 250 259 809 123 313 401 294 490 750 395 943 64 666 528 243 408 877 958 785
Люсия Сергеевна Гладышева	3287	1166	3346	676 569 814 1033 617 635 101 872 958 879 622 874 199 113 410 1010 719 913 184 861 852 870 964 642 452 919 160 842 978 83 591 813 974 65 9 1055 429 330 424 214 1011 480 470 576 96 516 952 1033 979 24
Макар Георгиевич Калюгин	7631	21242	14149	693 302 138 1027 965 838 984 131 787 702 918 623 778 4 697 594 210 145 633 186 127 405 371 662 511 47 248 519 743 963 365 138 352 341 499 771 28 268 52 98 423 10 933 80 293 292 806 459 170 264
Пётр Вячеславович Душкин	6892	15071	1527	374 1046 397 293 530 391 280 619 234 550 381 521 402 492 29 1018 894 834 538 1060 244 73 479 176 963 723 885 872 393 261 967 383 827 155 31 828 104 480 593 829 840 246 901 739 965 995 585 618 783 119
Власий Никифорович Ошурков	6943	17443	3682	564 756 800 997 699 18 910 254 819 80 570 65 221 789 750 729 89 1010 972 556 601 401 155 311 64 179 802 66 286 167 200 643 813 247 729 815 743 440 553 702 545 231 472 856 844 539 229 143 580 579
Полина Юрьевна Минаева	6535	46374	4057	657 254 1047 320 621 910 318 174 771 919 73 440 643 47 996 825 865 176 283 508 872 482 218 503 17 1048 27 82 383 183 567 147 176 290 1013 785 785 179 282 741 333 473 44 213 961 37 21 862 182 1000
Юрий Борисович Таныгин	7256	21553	12564	772 211 336 538 971 370 161 796 789 817 60 734 463 168 662 225 14 450 22 544 495 809 354 756 129 442 1066 164 349 104 9 780 716 828 281 683 374 45 72 637 27 425 613 743 926 406 379 516 1013 1050
Никифор Викторович Бушмин	2863	8181	9183	893 1015 707 616 314 331 861 453 481 645 886 348 183 159 629 214 27 214 452 615 21 412 204 218 1065 127 775 142 812 519 128 307 772 257 922 895 620 94 616 866 158 701 991 1068 1019 791 951 835 420 73
Светлана Федотовна Бывшева	338	32898	13835	684 853 390 954 43 555 602 979 789 985 696 316 687 1007 197 255 1051 890 312 318 595 1019 1014 127 653 765 896 533 74 489 468 626 575 253 729 345 426 1045 990 706 948 812 525 599 117 691 58 43 1001 1050
Надежда Васильевна Новожилова	2096	28433	3854	1000 387 186 430 542 164 739 723 659 564 219 343 643 606 879 19 573 757 858 158 1060 534 640 528 8 722 273 945 435 642 596 821 582 651 59 696 364 264 62 173 242 1040 163 436 971 889 262 1010 338 40
Роман Платонович Булатов	7978	6019	3684	506 1063 959 753 329 185 497 732 4 1021 580 285 807 238 726 922 120 442 332 582 618 587 213 849 420 706 29 11 1059 881 607 325 605 955 977 426 356 106 925 851 548 343 338 311 984 166 743 874 11 853
Иван Платонович Неделин	1541	31409	12088	678 859 756 974 145 1051 47 171 914 806 131 916 237 605 602 679 494 639 596 997 290 1051 558 480 120 376 793 1045 863 496 377 711 564 257 584 884 633 993 424 854 963 98 807 516 238 665 309 561 565 426
Татьяна Константиновна Ахряпова	7376	2762	2736	429 793 836 179 682 451 494 703 209 685 65 538 652 38 57 324 266 302 469 165 725 51 615 970 861 662 652 659 875 164 933 652 854 228 227 780 866 56 30 304 275 754 77 866 329 503 1011 541 448 882
Евгений Никитич Воргин	7435	3733	4253	515 690 270 308 233 426 583 282 1017 411 1067 597 824 710 309 23 887 692 619 349 599 31 733 591 703 968 1004 281 647 75 396 366 412 176 115 245 874 773 11 266 545 173 166 622 383 310 1040 395 91 623
Геннадий Львович Желваков	1910	38928	5759	221 439 293 697 709 479 114 263 246 65 265 333 981 418 308 38 517 478 621 1045 1050 322 288 926 364 59 178 613 614 211 106 802 441 251 55 558 217 377 9 395 294 532 707 880 539 816 859 174 807 982
Федот Михайлович Вешняков	2181	30513	4659	658 144 1054 122 17 622 170 661 231 510 626 428 676 1061 346 258 357 502 451 189 432 45 155 1033 396 168 118 616 847 581 395 840 452 596 573 632 547 343 125 231 804 528 985 726 138 805 838 926 248 430
Александр Никитич Закутин	3049	21136	10807	392 828 356 610 566 845 939 585 522 201 614 607 1 455 776 590 23 587 613 643 700 456 900 986 910 381 452 891 89 558 542 590 617 211 1009 591 52 800 11 756 324 526 695 972 714 251 295 821 1014 956
Лада Олеговна Ванюлина	1924	3939	1771	1068 555 249 852 114 546 1006 944 171 724 1006 944 871 679 436 1017 871 424 928 195 798 864 529 502 410 1004 399 323 206 762 2 893 88 98 69 155 226 1005 341 599 589 36 874 1004 742 101 623 62 300 813
Данила Станиславович Гаврилов	953	8506	13306	512 496 291 956 460 418 177 93 282 228 1038 445 120 632 767 457 245 207 631 561 325 145 542 791 676 183 216 319 382 143 806 922 492 842 810 644 655 1043 781 806 11 674 389 307 94 803 989 198 748 197
Федот Витальевич Михалкин	588	47614	7774	243 343 146 757 374 97 739 660 766 101 909 62 249 43 726 351 163 627 966 152 1040 116 522 236 120 513 1006 180 568 22 858 830 261 890 670 570 717 833 1041 20 996 197 914 885 366 330 150 429 538 107
Надежда Викторовна Лабазанова	4790	12564	12819	1065 665 469 325 749 394 658 522 877 563 858 143 106 610 558 572 458 773 744 1006 145 72 270 637 88 880 175 578 148 470 357 453 907 845 826 787 23 62 519 1031 27 34 367 288 83 30 613 905 18 36
Александр Петрович Девятов	2192	33710	2522	915 277 990 896 459 573 610 260 904 95 29 139 382 152 276 343 338 303 804 265 82 566 737 464 644 810 639 903 76 980 980 464 914 735 4 962 1005 483 745 221 932 864 1013 389 198 747 891 811 170 308
Федот Емельянович Изотов	4232	11198	3038	564 45 234 191 240 330 4 246 1038 561 414 439 460 989 102 346 396 732 224 120 913 780 307 695 871 498 109 433 294 4 525 593 928 634 403 67 979 550 834 433 487 919 228 759 388 52 641 914 276 614
Иван Фёдорович Осьмухин	2167	15746	11979	78 177 696 17 223 11 183 244 803 688 330 602 17 379 833 678 5 362 1067 70 860 596 613 807 570 847 937 471 312 119 306 137 273 532 870 700 122 375 905 987 901 202 318 225 335 955 77 571 99 664
Захар Львович Невьянцев	3908	42237	2271	559 895 1054 356 333 968 158 121 245 337 470 460 199 1059 467 772 363 1053 353 788 380 787 5 107 74 133 713 476 6 381 988 263 277 590 343 657 938 524 136 391 534 749 901 627 570 463 403 661 848 296
Надежда Даниловна Богданова	1810	25749	13463	153 756 298 570 845 53 1012 171 869 915 100 294 272 379 716 1031 521 904 894 894 1007 129 760 940 725 174 683 153 666 1027 782 1022 558 97 760 263 312 463 446 588 844 458 809 1045 352 735 581 447 981 611
Касьян Вадимович Маёров	3727	3024	10318	189 283 937 982 74 791 682 882 758 729 300 761 597 802 650 611 1004 463 921 264 183 770 290 334 830 85 1011 138 590 632 57 420 650 878 363 60 817 93 86 216 884 526 288 723 1014 72 859 986 491 249
Юрий Валерьевич Черномырдин	6706	9950	248	906 564 331 146 867 574 848 179 322 501 656 710 5 312 635 81 632 161 37 15 902 782 753 759 24 864 707 926 825 368 68 1021 985 528 631 369 600 30 666 87 246 773 164 421 596 766 919 388 39 607
Вадим Станиславович Чунов	7080	8123	6358	754 495 265 950 370 204 7 508 713 15 647 421 258 534 885 986 259 291 236 699 114 974 843 666 777 609 502 332 330 279 417 718 729 747 271 261 418 282 57 695 623 846 1032 730 409 355 1054 537 490 744
Пётр Павлович Брыкин	5098	20362	11695	628 630 129 861 508 358 900 797 242 599 414 20 72 353 175 746 1047 700 1001 834 954 372 733 257 768 42 508 509 118 170 22 491 714 929 210 707 450 45 166 162 326 546 439 641 697 481 805 604 1031 55
Варвара Викторовна Батюшкова	6806	41467	9397	69 416 180 595 268 234 489 119 458 351 492 380 217 581 198 943 423 250 48 365 1026 710 714 393 800 1000 76 604 912 708 867 800 975 258 828 245 453 503 312 313 660 157 363 212 216 845 67 1029 293 532
Вероника Николаевна Дробышева	632	9595	2934	260 934 845 92 331 638 443 951 22 1020 484 733 375 919 619 581 55 1062 1067 969 105 74 875 718 289 745 491 952 338 178 454 920 1 241 399 379 251 245 664 930 534 180 730 819 368 339 457 1003 613 177
Варвара Яковлевна Маклакова	4630	25976	1062	945 277 215 275 407 264 530 992 907 168 198 472 701 590 507 743 752 263 689 650 559 655 211 1059 293 745 1012 627 451 842 844 9 188 426 553 389 899 96 1054 212 246 353 796 352 293 996 747 230 79 578
Клавдия Викторовна Веденеева	4787	11718	5728	825 1046 796 170 182 60 875 452 416 996 18 178 597 312 464 132 600 223 92 420 292 332 601 722 676 653 828 692 676 23 886 187 685 752 473 535 367 1033 810 142 273 735 412 608 180 383 11 452 388 18
Пелагея Власиевна Назарова	2446	16329	13250	5 1054 1054 323 558 687 634 783 88 793 586 1019 951 48 897 919 545 781 899 852 499 236 787 936 558 603 91 526 368 124 393 679 119 922 357 309 166 796 601 631 143 163 734 172 214 751 101 702 180 748
Евдокия Богдановна Щербакова	4521	1619	10071	91 1047 198 540 499 132 277 1035 326 243 413 645 847 593 1029 719 403 709 622 156 191 162 352 509 841 604 513 784 1016 214 133 729 671 113 681 916 1040 1009 318 670 993 179 43 707 1007 1064 626 1053 753 685
Тимофей Константинович Жуков	6365	43142	3413	269 751 551 350 199 73 871 269 869 241 524 449 617 333 549 625 423 855 19 289 995 612 339 801 233 654 152 246 644 30 816 574 191 142 39 655 486 357 439 844 343 1029 519 975 399 952 340 859 970 17
Юрий Валерьевич Лошкомоев	5293	27991	10122	359 682 167 187 99 329 158 526 361 286 703 1064 304 381 677 399 279 566 986 919 58 676 378 794 112 774 712 954 923 229 103 37 520 304 60 1068 594 843 839 439 161 415 291 533 394 760 116 780 993 217
Ксения Витальевна Белоярцева	1866	42985	6259	754 281 17 466 717 973 905 860 431 701 260 199 576 659 432 284 935 711 601 859 1055 434 734 909 194 265 813 372 683 670 106 704 749 404 543 190 780 155 96 957 112 226 455 876 285 691 511 833 705 962
Владимир Трофимович Никуличев	3572	29376	8692	13 945 71 128 331 648 852 55 279 107 410 149 330 193 942 103 512 345 363 42 819 489 80 766 1025 493 884 190 103 848 587 960 485 895 758 449 174 482 301 883 189 497 511 779 320 489 203 130 955 432
Елизавета Сергеевна Воргина	1699	42120	10430	212 225 366 1056 674 661 370 495 1020 731 747 111 980 495 699 1054 517 1024 430 864 307 255 749 606 700 778 161 525 652 417 385 952 119 596 685 129 743 71 269 930 252 723 1036 416 653 646 928 1035 444 865
Сергей Никифорович Трофимов	5347	37583	2385	411 78 568 804 651 613 1043 961 10 997 740 483 381 911 815 972 993 844 932 904 1062 1027 592 630 541 298 125 140 333 594 531 732 399 50 904 408 694 43 689 528 202 316 693 522 634 764 630 111 500 239
Авдотья Макаровна Балдина	333	16478	5546	105 832 140 710 478 693 894 575 857 301 802 503 1043 914 805 958 1032 93 476 411 46 128 386 784 500 54 1016 186 935 631 851 197 917 680 253 785 751 1016 832 448 43 821 724 565 406 683 791 238 1001 578
Виктор Антонович Нефёдов	831	16775	310	709 468 493 769 663 306 826 352 417 866 743 1019 851 96 855 109 430 77 573 875 948 659 192 136 888 183 519 55 899 162 289 808 458 280 528 19 196 984 147 474 299 63 547 66 985 493 540 39 977 869
Оксинья Юрьевна Горюнова	829	19802	1780	1059 817 808 7 399 160 1043 539 745 277 91 324 739 990 1022 672 556 368 50 96 346 206 467 514 83 1009 624 331 948 122 178 648 379 1032 296 183 713 958 816 709 842 459 782 917 295 903 237 618 913 346
Екатерина Валентиновна Евланина	1737	48602	13576	224 933 841 558 29 715 1046 891 547 837 179 968 59 897 214 558 742 1015 560 931 259 27 948 60 15 579 162 950 539 388 111 19 140 474 961 194 128 947 272 327 21 1005 514 510 436 552 495 396 502 1011
Люсия Касьяновна Гаршина	6895	49897	14231	833 28 746 83 121 913 459 148 487 539 447 712 402 508 424 529 805 935 836 256 730 528 241 185 366 889 545 878 723 1042 142 475 978 242 863 222 761 619 47 385 173 1034 290 437 308 1007 887 641 904 1045
Валентина Макаровна Недачина	4891	22401	11222	472 722 817 816 555 1045 895 316 976 752 260 820 1035 300 149 424 775 1054 716 414 1006 470 594 75 687 1049 467 1004 509 434 952 1000 304 299 573 40 1037 459 169 378 319 153 85 154 819 66 827 720 859 376
Ирина Алексеевна Карпычева	5710	3342	5704	259 352 833 702 782 412 286 624 558 88 119 476 767 332 431 16 928 717 625 579 736 264 345 635 55 921 228 34 401 95 90 926 218 717 892 858 750 488 559 718 995 591 616 913 42 691 875 161 625 836
Валентина Владимировна Мишунина	7911	43794	1474	897 329 572 647 922 1031 861 1032 930 570 221 123 279 363 62 494 84 809 319 34 136 424 173 60 284 388 812 1033 215 13 469 265 345 946 499 846 454 542 807 64 729 112 407 367 863 283 510 877 794 253
Евдокия Трофимовна Молостнова	4776	45453	12383	422 567 227 213 995 287 89 259 1038 457 85 959 885 250 206 377 532 700 876 262 374 144 795 1000 115 127 344 354 107 658 193 249 146 305 877 858 994 897 662 963 526 246 886 974 637 745 869 348 644 312
Николай Федотович Каймаков	7825	3302	10786	809 77 474 791 74 30 149 277 990 956 979 134 689 821 230 338 281 549 80 244 1030 773 968 901 423 37 165 677 360 612 829 280 775 616 995 464 577 618 323 669 264 7 613 276 354 962 867 486 746 624
Милана Васильевна Недокучаева	3566	38571	10208	687 90 579 350 740 475 699 660 396 140 471 992 358 393 135 566 905 186 724 336 518 896 705 821 809 1031 1004 280 679 152 777 498 625 12 610 212 112 750 830 335 768 136 615 656 159 230 674 921 789 586
Наталья Федотовна Мишукина	5180	18112	2763	642 599 1008 833 670 795 91 783 854 211 146 947 1058 45 69 313 392 338 577 6 336 500 411 791 900 491 123 866 774 657 231 88 38 108 829 701 341 151 662 834 602 210 595 277 401 719 208 323 413 727
Полина Емельяновна Буконина	5209	21731	3979	790 863 724 400 348 735 177 522 236 195 847 735 923 377 397 1000 85 473 1006 982 331 635 770 647 95 818 509 876 1019 336 1019 874 174 1009 483 101 752 1027 778 723 1005 999 522 845 688 816 1036 213 751 14
Алексей Станиславович Карпов	5114	43132	5344	974 826 902 144 321 755 989 931 65 574 281 413 583 22 785 653 1048 483 145 401 995 156 1065 341 492 964 616 190 303 895 802 627 289 508 577 818 37 1020 789 434 68 429 333 164 779 441 979 599 442 191
Афанасий Петрович Недочётов	7715	11915	4079	141 260 732 76 475 445 962 766 653 495 304 1002 1015 212 383 705 23 96 10 630 481 493 661 758 1013 422 423 411 26 879 440 616 678 1021 443 714 949 514 218 675 346 504 904 16 424 360 453 800 53 408
Борис Власиевич Охохонин	4296	11105	3094	53 221 318 185 1031 575 216 1060 702 739 120 729 803 389 763 676 57 106 611 278 895 998 249 81 1061 134 474 939 346 670 270 378 45 744 60 697 331 839 124 42 672 28 1015 710 109 145 49 897 160 90
Николай Федотович Нахабин	1423	45515	10610	899 789 793 717 508 451 397 710 50 975 781 399 85 892 496 638 144 398 799 700 502 696 508 803 1000 174 396 147 811 419 524 707 992 922 522 347 860 496 285 728 264 565 812 727 571 139 419 927 151 327
Люсия Ивановна Рябикина	885	42894	3847	1030 1066 896 1049 760 288 484 802 873 316 478 803 622 762 568 959 611 268 115 109 751 780 25 52 314 661 490 61 45 125 1041 338 598 731 933 772 852 577 668 241 470 694 649 1014 1060 600 976 129 2 462
Алексей Юрьевич Карпунин	6544	40549	10445	254 119 577 361 758 985 405 243 972 533 1067 330 814 1007 398 147 909 466 653 436 297 319 536 218 467 861 694 691 874 334 385 635 70 308 481 882 112 822 846 985 24 212 746 418 774 528 774 580 384 284
Екатерина Григорьевна Горбачёва	6747	10099	5	823 838 557 341 118 449 45 867 970 103 499 980 434 95 917 982 1014 332 579 606 862 934 980 926 312 864 424 458 674 357 863 319 678 397 931 977 896 172 90 939 953 953 951 415 44 468 230 287 581 48
Елена Григорьевна Лукшина	280	47394	6540	270 172 172 321 638 437 664 48 956 685 647 352 992 247 389 508 1023 916 626 200 419 859 197 1058 897 593 262 859 895 6 555 24 32 144 135 1055 426 184 62 129 53 759 357 840 677 633 93 767 973 11
Фёдор Степанович Поваров	7431	12121	11332	494 918 938 333 878 1067 811 1058 340 663 30 596 132 141 799 168 950 171 729 88 917 1033 215 717 882 483 664 496 674 467 817 596 1067 127 224 62 503 1061 334 102 538 987 291 690 999 761 5 497 850 184
Вероника Игоревна Нохрина	786	29431	11353	850 607 757 971 619 958 959 830 587 372 1033 642 554 444 924 778 786 1012 966 289 972 883 661 972 397 452 170 223 12 343 201 379 745 424 803 603 322 343 755 524 848 981 657 1062 850 695 1009 831 1004 114
Наталья Тимофеевна Егорова	2601	21795	4855	803 862 827 206 86 310 937 628 73 510 53 247 543 924 283 96 103 975 131 162 432 585 629 970 761 863 195 901 610 17 354 233 133 644 506 365 750 913 13 784 285 506 428 308 93 797 362 733 642 731
Вячеслав Афанасьевич Закутин	2674	27337	13525	68 137 859 385 929 688 318 579 1003 306 461 839 198 647 752 759 280 907 345 662 932 232 1044 682 274 525 463 1010 386 246 295 912 150 263 182 626 852 400 166 710 92 434 204 378 1 73 503 120 239 949
Прасковья Руслановна Михалкина	1572	9825	8652	96 343 480 1022 150 876 880 899 47 460 1059 769 364 432 738 186 1007 437 458 147 1047 11 191 15 757 205 1022 673 939 254 744 488 551 281 923 782 346 212 999 974 898 1014 542 679 111 1049 148 222 557 221
Власий Вячеславович Гузеев	7570	39534	4568	892 195 175 271 595 442 666 111 754 653 987 161 110 589 147 681 762 700 821 651 92 50 829 41 481 582 337 933 894 852 730 493 901 412 9 461 815 670 443 689 528 711 68 426 752 982 848 232 805 1013
